

@relation 'DatosUtilizadosAlfredoDGB2-GTM-982'
@attribute MARKS real
@attribute PC-ACTIV real
@attribute PC-ASSIST real
@attribute AGE real
@attribute AVER-INHOUSE real
@attribute AVER-FORUM real
@attribute AVER-MAIL real
@attribute AVER-CLASS real
@data
0.35,62.06896552,46.66666667,37.72,0,0,0,0
2.85,65.51724138,100,43.47,9,10,10,0
2.1,65.51724138,100,26.41,8,10,5,0
2.7,65.51724138,100,53.80,10,10,9,0
1.45,62.06896552,46.66666667,26.88,0,10,10,0
0.95,62.06896552,46.66666667,31.57,0,8,4,0
1.4,62.06896552,46.66666667,35.13,0,10,9,0
1.8,65.51724138,100,39.73,8,9,0,0
2.85,65.51724138,93.33333333,45.81,9,10,10,0
1.5,27.5862069,93.33333333,41.87,10,0,0,0
1.35,65.51724138,86.66666667,41.57,9,0,0,0
3,65.51724138,100,56.98,10,10,10,0
2.15,65.51724138,100,28.19,10,7,4,0
2.95,65.51724138,100,43.72,10,10,10,0
2.7,65.51724138,80,55.13,8,10,10,0
1.7,65.51724138,100,45.57,8,10,0,0
1.35,65.51724138,93.33333333,44.26,9,0,0,0
9.5,65.51724138,100,46.34,10,9,10,10
2.95,65.51724138,100,41.59,10,9,10,0
1.5,65.51724138,100,35.80,10,0,0,0
2.85,65.51724138,100,46.38,10,9,9,0
2.7,65.51724138,100,51.39,10,10,9,0
3,65.51724138,100,42.08,10,10,10,0
3,65.51724138,100,60.46,10,10,10,0
3,65.51724138,100,43.28,10,10,10,0
10,65.51724138,100,26.29,10,10,10,10
2.75,27.5862069,100,49.43,10,9,9,0
2.8,65.51724138,100,37.35,9,10,10,0
3,65.51724138,100,34.11,10,10,10,0
6.45,62.06896552,40,44.23,0,9,9,7
8.75,65.51724138,100,55.41,10,10,9,8
9.6,65.51724138,100,51.17,10,10,10,10
3,65.51724138,100,47.47,10,10,10,0
9.4,65.51724138,100,43.67,10,10,10,9
2.5,65.51724138,100,32.55,9,8,7,0
9.4,65.51724138,100,47.53,10,3,5,10
2.4,65.51724138,100,51.70,9,10,5,0
9.75,65.51724138,100,49.83,10,10,8,10
2.8,65.51724138,100,56.49,9,10,10,0
2.85,65.51724138,100,38.01,10,9,9,0
2.9,65.51724138,100,38.81,10,9,10,0
8.05,65.51724138,100,39.99,9,9,5,10
1.45,65.51724138,100,48.97,8,5,0,0
3,65.51724138,100,36.82,10,10,10,0
2.8,65.51724138,100,46.46,10,8,9,0
2.9,65.51724138,100,46.51,10,9,10,0
1.5,65.51724138,100,46.22,10,0,0,0
3,65.51724138,100,31.28,10,10,10,0
1.35,65.51724138,100,32.84,9,0,0,0
2.3,65.51724138,93.33333333,47.63,7,8,8,0
0.9,62.06896552,46.66666667,31.38,0,5,10,0
2.8,65.51724138,100,39.63,10,9,9,0
1.7,65.51724138,93.33333333,33.64,8,10,0,0
2.8,65.51724138,100,30.68,10,9,9,0
7.5,65.51724138,100,35.68,10,7,9,7
8.4,65.51724138,100,33.87,10,9,9,10
2.4,65.51724138,100,40.43,10,10,5,0
3,65.51724138,100,43.64,10,10,10,0
2.6,27.5862069,40,46.03,10,5,9,0
2.75,65.51724138,100,48.33,10,8,9,0
2.5,65.51724138,100,35.26,9,9,5,0
2.6,65.51724138,100,43.28,10,5,9,0
2.5,65.51724138,100,55.70,10,6,4,0
1.5,65.51724138,100,46.55,10,0,0,0
3,65.51724138,100,34.93,10,10,10,0
9.45,65.51724138,100,30.80,10,10,10,10
8.95,65.51724138,100,40.80,10,10,10,9
2.65,65.51724138,100,40.98,10,10,10,0
3,65.51724138,100,44.58,10,10,10,0
3,65.51724138,100,46.68,10,10,10,0
1.9,65.51724138,80,30.55,9,4,0,0
2.85,65.51724138,100,31.29,9,10,10,0
8.05,65.51724138,100,40.29,10,6,4,10
8.6,65.51724138,100,44.76,10,6,4,10
1.5,65.51724138,100,45.48,9,3,0,0
2.55,65.51724138,100,37.53,9,10,9,0
2.9,65.51724138,100,41.19,10,10,9,0
2.9,65.51724138,93.33333333,44.35,10,10,9,0
8.65,65.51724138,93.33333333,40.99,10,8,9,10
2.55,65.51724138,100,40.60,9,5,10,0
2.8,65.51724138,93.33333333,34.71,9,10,10,0
2.45,65.51724138,100,36.11,9,10,5,0
3,65.51724138,100,38.87,10,10,10,0
1.35,65.51724138,100,38.18,9,0,0,0
2.85,65.51724138,100,38.80,9,10,10,0
1.45,65.51724138,93.33333333,33.87,8,0,5,0
2.65,65.51724138,100,42.13,9,9,8,0
2,65.51724138,73.33333333,36.66,10,5,5,0
2.2,65.51724138,100,54.99,10,8,4,0
2.65,65.51724138,100,36.38,9,9,9,0
2.6,65.51724138,80,40.48,10,10,5,0
2.15,65.51724138,93.33333333,52.33,10,5,5,0
2.95,65.51724138,100,32.29,10,9,10,0
2.3,27.5862069,100,35.43,9,7,4,0
1.5,65.51724138,100,31.32,10,0,0,0
2.6,65.51724138,100,27.09,10,9,10,0
2.75,65.51724138,100,44.75,10,8,8,0
2.8,65.51724138,100,39.19,9,9,10,0
2.65,27.5862069,86.66666667,37.71,9,10,9,0
2.5,65.51724138,100,37.80,9,10,10,0
1.65,65.51724138,100,36.01,6,9,0,0
2.7,65.51724138,80,36.41,10,10,5,0
2.25,65.51724138,100,53.46,7,9,7,0
0.9,62.06896552,46.66666667,47.80,0,10,5,0
2.05,65.51724138,100,41.09,9,5,0,0
2.4,65.51724138,100,22.73,10,5,4,0
1.35,65.51724138,80,42.17,9,0,0,0
3,65.51724138,100,51.31,10,10,10,0
7.65,65.51724138,100,40.57,9,9,9,10
2.85,65.51724138,100,50.39,10,10,10,0
1.5,65.51724138,80,50.40,10,0,0,0
2.9,65.51724138,100,34.11,10,10,10,0
8.55,65.51724138,100,37.67,7,10,10,7
9.3,65.51724138,100,46.06,10,10,9,10
1.35,65.51724138,100,55.63,9,0,0,0
2.5,65.51724138,80,32.82,10,10,10,0
1.35,65.51724138,100,43.33,9,0,0,0
2,65.51724138,100,47.24,9,5,5,0
3,65.51724138,100,40.99,10,10,10,0
2.55,65.51724138,86.66666667,30.90,10,5,10,0
9.65,65.51724138,100,39.69,9,10,10,10
1.5,65.51724138,80,33.30,10,0,0,0
2.95,65.51724138,100,45.66,10,10,9,0
2.75,65.51724138,100,37.99,10,10,10,0
2.85,65.51724138,100,31.74,10,10,10,0
3,65.51724138,100,34.74,10,10,10,0
2.9,65.51724138,100,39.69,10,9,10,0
3,65.51724138,100,52.25,10,10,10,0
9.35,65.51724138,100,48.74,10,10,0,10
2.6,65.51724138,100,37.02,9,10,5,0
1.8,65.51724138,100,38.57,4,8,8,0
2.5,65.51724138,100,38.30,9,10,10,0
2.15,27.5862069,100,35.93,10,8,5,0
9.35,65.51724138,100,38.97,10,10,10,9
2.75,65.51724138,100,40.51,10,8,8,0
0.4,65.51724138,100,51.54,1,5,0,0
2.6,65.51724138,100,44.77,10,10,5,0
2.4,65.51724138,100,41.99,9,8,4,0
2.8,65.51724138,93.33333333,37.78,10,8,9,0
2.55,65.51724138,100,36.09,9,10,5,0
1.55,27.5862069,100,38.08,9,4,0,0
2.5,65.51724138,100,40.87,10,9,5,0
8.25,65.51724138,93.33333333,40.26,10,10,10,8
2.25,62.06896552,93.33333333,45.59,10,4,4,0
1.5,65.51724138,93.33333333,33.34,10,0,0,0
2.65,65.51724138,93.33333333,37.96,10,9,8,0
1.3,65.51724138,100,36.29,7,5,0,0
3,65.51724138,100,46.19,10,10,10,0
3,65.51724138,93.33333333,51.22,10,10,10,0
2.7,65.51724138,100,52.41,10,9,5,0
2.95,65.51724138,93.33333333,28.73,10,10,10,0
3,65.51724138,100,29.70,10,10,10,0
4.8,65.51724138,100,43.54,7,10,5,10
2.7,65.51724138,100,32.34,9,10,10,0
1.35,65.51724138,100,28.02,9,0,0,0
1.8,65.51724138,100,44.09,3,10,8,0
2.95,65.51724138,100,40.80,10,9,10,0
9,65.51724138,100,29.20,9,10,9,8
0.65,65.51724138,100,40.88,1,10,0,0
2.55,65.51724138,100,42.10,9,8,8,0
0.7,27.5862069,100,46.03,2,8,0,0
2.85,65.51724138,100,41.69,9,10,10,0
2.85,65.51724138,100,38.71,9,10,10,0
8.7,65.51724138,86.66666667,32.84,10,9,9,9
2.3,65.51724138,100,43.47,8,8,6,0
9.15,65.51724138,93.33333333,42.20,10,9,4,10
3,65.51724138,100,45.73,10,10,10,0
2.95,65.51724138,93.33333333,39.26,10,10,10,0
1.75,65.51724138,93.33333333,51.19,10,5,0,0
2.65,65.51724138,93.33333333,46.77,10,8,7,0
2.85,65.51724138,93.33333333,33.88,10,10,10,0
2.95,65.51724138,86.66666667,37.94,10,10,10,0
2.95,65.51724138,93.33333333,26.55,10,9,10,0
2.6,65.51724138,86.66666667,27.03,10,8,9,0
9.5,65.51724138,93.33333333,38.02,10,10,10,9
2.3,65.51724138,93.33333333,34.71,10,5,4,0
2.9,65.51724138,93.33333333,50.29,10,10,10,0
9.45,65.51724138,93.33333333,39.64,10,10,10,10
10,65.51724138,93.33333333,40.68,10,10,10,10
1.5,65.51724138,93.33333333,49.94,10,0,0,0
2.4,65.51724138,93.33333333,44.46,10,9,4,0
2.95,65.51724138,80,40.73,10,10,9,0
2.9,65.51724138,100,32.16,10,10,10,0
9.95,65.51724138,100,31.72,10,10,10,10
2.25,65.51724138,100,46.29,10,5,10,0
2.9,65.51724138,100,46.99,10,10,9,0
2.6,65.51724138,100,36.50,10,9,10,0
0.6,65.51724138,73.33333333,48.11,4,0,0,0
1.35,65.51724138,80,42.28,9,0,0,0
3,65.51724138,100,37.49,10,10,10,0
1.3,65.51724138,100,31.11,7,5,0,0
1.85,27.5862069,100,34.02,10,7,0,0
1.85,65.51724138,93.33333333,34.94,10,7,0,0
1.5,65.51724138,100,52.25,10,0,0,0
2.25,65.51724138,100,42.14,9,5,10,0
2.35,65.51724138,100,30.43,7,10,10,0
1.35,65.51724138,100,54.11,9,0,0,0
0,62.06896552,46.66666667,44.82,0,0,0,0
2.15,65.51724138,100,47.41,10,10,0,0
2.95,65.51724138,100,49.86,10,10,9,0
1.5,65.51724138,100,44.11,10,0,0,0
1.75,65.51724138,100,47.60,10,5,0,0
2.55,65.51724138,53.33333333,38.61,10,9,4,0
2,65.51724138,53.33333333,27.99,10,10,0,0
2.85,65.51724138,100,26.61,9,10,10,0
2.95,65.51724138,53.33333333,36.17,10,9,10,0
2.85,65.51724138,100,26.26,9,10,10,0
1.75,65.51724138,100,29.24,10,5,0,0
1.5,65.51724138,100,27.06,8,6,0,0
1.15,27.5862069,100,28.43,4,7,4,0
3,65.51724138,100,51.67,10,10,10,0
2.55,65.51724138,100,45.29,9,8,8,0
7.9,65.51724138,100,46.92,9,3,0,8
9.35,65.51724138,100,37.19,9,9,9,10
2.5,65.51724138,100,26.19,9,8,5,0
1.35,65.51724138,80,41.06,9,0,0,0
2.2,65.51724138,100,41.08,9,10,0,0
1.95,65.51724138,100,39.04,8,10,5,0
0.75,65.51724138,80,35.24,5,0,0,0
8.35,65.51724138,100,34.94,9,10,5,7
1.5,65.51724138,93.33333333,40.51,9,3,0,0
2.3,65.51724138,100,42.77,9,9,4,0
1.85,65.51724138,80,47.76,8,10,0,0
8.75,65.51724138,100,35.76,10,9,10,8
0.9,65.51724138,80,39.00,5,0,0,0
1.35,65.51724138,86.66666667,41.96,9,0,0,0
2.35,27.5862069,100,38.33,9,4,9,0
0.9,65.51724138,100,51.77,2,9,0,0
1.35,65.51724138,93.33333333,34.42,9,0,0,0
1.6,13.79310345,73.33333333,36.63,9,0,5,0
9.15,65.51724138,100,44.44,9,10,10,9
2.7,65.51724138,93.33333333,46.93,9,9,9,0
1.2,65.51724138,93.33333333,51.23,8,0,0,0
1.35,65.51724138,86.66666667,44.74,9,0,0,0
1.35,65.51724138,86.66666667,36.68,9,0,0,0
2.5,62.06896552,93.33333333,30.39,9,10,10,0
9.35,65.51724138,100,40.54,9,10,8,9
2.95,65.51724138,100,44.47,10,10,10,0
1.2,65.51724138,100,38.43,8,0,0,0
0.75,24.13793103,33.33333333,47.29,0,5,0,0
8.55,65.51724138,93.33333333,56.20,9,10,5,9
0.75,65.51724138,73.33333333,39.59,5,0,0,0
1.35,65.51724138,100,47.43,9,0,0,0
6.9,62.06896552,40,52.29,0,10,5,7
9.2,65.51724138,100,49.14,9,10,10,8
1.5,62.06896552,46.66666667,36.26,0,10,10,0
1.5,62.06896552,46.66666667,37.91,0,10,10,0
1.5,65.51724138,100,50.42,9,0,0,0
2.2,65.51724138,100,29.55,9,10,0,0
2.4,65.51724138,100,34.81,9,9,4,0
1.4,65.51724138,100,40.84,7,0,0,0
2.5,65.51724138,100,32.88,10,10,5,0
2.2,65.51724138,100,30.86,8,8,4,0
1.2,65.51724138,100,35.03,8,0,0,0
1.15,65.51724138,100,31.85,4,4,0,0
2.6,65.51724138,100,35.96,9,10,5,0
2.05,65.51724138,100,25.85,10,4,0,0
2.75,65.51724138,100,31.47,9,9,10,0
2.8,65.51724138,100,36.33,10,10,10,0
9.65,65.51724138,100,42.04,10,9,9,10
2.65,65.51724138,80,36.35,10,10,5,0
9.2,65.51724138,100,35.64,10,10,10,8
3,65.51724138,100,33.01,10,10,10,0
1.05,65.51724138,100,44.19,7,0,0,0
2.35,27.5862069,100,30.84,10,8,9,0
2.35,65.51724138,73.33333333,28.37,10,5,10,0
1.85,65.51724138,80,43.45,10,0,0,0
0.9,65.51724138,100,45.50,5,0,0,0
2.55,65.51724138,100,26.90,9,10,6,0
2.15,65.51724138,80,51.77,9,9,0,0
1.5,65.51724138,80,37.63,10,0,0,0
1.5,65.51724138,100,36.17,10,0,0,0
2.25,65.51724138,100,36.68,8,10,5,0
2.5,65.51724138,93.33333333,54.84,9,10,10,0
2.1,65.51724138,100,27.74,9,4,4,0
2.2,65.51724138,93.33333333,40.03,9,5,9,0
2.85,65.51724138,100,40.96,10,10,8,0
2.95,65.51724138,100,46.23,10,10,10,0
9.7,65.51724138,100,39.74,10,9,9,10
2.95,65.51724138,100,32.02,10,10,10,0
9.1,65.51724138,86.66666667,30.19,10,9,9,9
1.35,65.51724138,100,34.85,9,0,0,0
2.9,65.51724138,100,24.71,10,10,8,0
1.5,65.51724138,60,35.08,10,0,0,0
2.25,65.51724138,100,51.63,9,9,4,0
0.3,65.51724138,100,51.59,2,0,0,0
0.3,65.51724138,100,60.15,2,0,0,0
2.8,65.51724138,100,30.00,9,10,10,0
0.15,65.51724138,100,55.51,1,0,0,0
2.65,65.51724138,93.33333333,43.18,10,10,10,0
0.3,65.51724138,100,50.89,2,0,0,0
2.75,65.51724138,100,36.98,9,10,9,0
8.9,65.51724138,100,34.76,9,10,4,10
2.3,65.51724138,73.33333333,34.00,10,9,0,0
2.1,65.51724138,100,33.35,8,9,4,0
1.5,62.06896552,46.66666667,41.34,0,10,10,0
1.45,65.51724138,100,37.61,8,5,0,0
2.45,65.51724138,100,37.98,8,10,5,0
2.7,65.51724138,100,45.06,10,8,8,0
2.65,65.51724138,100,39.36,9,9,8,0
1.05,27.5862069,73.33333333,47.94,7,0,0,0
2.3,27.5862069,100,40.39,10,8,5,0
2.95,65.51724138,100,38.36,10,9,10,0
1.35,3.448275862,100,38.12,9,0,0,0
2.65,65.51724138,93.33333333,40.15,10,10,10,0
2.7,65.51724138,53.33333333,37.61,10,10,5,0
0,62.06896552,40,43.62,0,0,0,0
1.75,65.51724138,100,42.41,9,5,0,0
3,65.51724138,100,28.98,10,10,10,0
3,65.51724138,100,28.80,10,10,10,0
9.1,65.51724138,100,31.01,10,9,10,8
2.75,65.51724138,100,29.88,10,9,9,0
0.9,65.51724138,100,26.41,6,0,0,0
2.6,65.51724138,100,35.18,9,8,9,0
2.85,65.51724138,100,37.40,9,10,10,0
2.45,62.06896552,100,27.24,9,5,10,0
2.8,65.51724138,100,33.35,9,10,10,0
2.85,65.51724138,100,40.53,9,10,10,0
1.45,65.51724138,100,38.68,2,8,5,0
2.65,65.51724138,100,49.41,10,10,10,0
1.85,65.51724138,93.33333333,42.85,10,0,0,0
2.95,65.51724138,100,32.04,10,9,10,0
2.85,65.51724138,100,44.63,9,10,10,0
2.45,27.5862069,100,39.93,10,8,4,0
2.65,65.51724138,100,31.09,10,10,10,0
2.8,65.51724138,100,36.82,10,8,9,0
2.65,3.448275862,100,34.82,10,10,10,0
1.5,65.51724138,100,26.70,10,0,0,0
0.9,62.06896552,46.66666667,30.43,0,10,5,0
2.95,65.51724138,100,46.99,10,10,10,0
2.95,65.51724138,66.66666667,47.78,10,10,10,0
2.4,65.51724138,100,28.00,8,7,8,0
0.45,65.51724138,100,54.21,2,3,0,0
0.45,27.5862069,100,48.51,3,0,0,0
0,62.06896552,46.66666667,36.17,0,0,0,0
1.5,65.51724138,86.66666667,42.45,10,0,0,0
2.25,65.51724138,100,32.98,9,8,5,0
0.45,65.51724138,100,52.76,3,0,0,0
0.3,62.06896552,40,35.41,0,6,0,0
1.35,65.51724138,66.66666667,21.13,9,0,0,0
1.45,65.51724138,100,26.59,8,5,0,0
1.75,65.51724138,100,33.53,9,0,5,0
0.15,65.51724138,100,28.21,1,0,0,0
1.4,65.51724138,100,55.93,7,0,0,0
2.65,65.51724138,86.66666667,34.20,10,10,10,0
2.25,65.51724138,86.66666667,33.56,9,10,5,0
2.7,65.51724138,86.66666667,44.49,10,10,5,0
4.4,65.51724138,80,28.00,9,9,9,0
6.75,65.51724138,86.66666667,33.21,9,9,8,7
2.7,65.51724138,86.66666667,48.51,10,10,4,0
2.5,65.51724138,100,41.49,10,10,10,0
3,65.51724138,100,45.86,10,10,10,0
2.95,65.51724138,100,30.31,10,10,9,0
0.6,65.51724138,80,33.35,4,0,0,0
1.5,65.51724138,100,39.44,10,0,0,0
2.6,65.51724138,100,45.14,9,9,9,0
2.9,65.51724138,100,43.87,10,9,10,0
2.05,65.51724138,100,36.21,8,5,4,0
2.75,65.51724138,100,46.71,9,9,9,0
2.8,65.51724138,100,66.13,9,10,9,0
2,65.51724138,100,46.71,10,5,5,0
9.25,65.51724138,100,47.60,9,10,10,9
2,65.51724138,100,41.59,10,10,0,0
9.1,65.51724138,100,38.88,8,10,5,10
1.5,27.5862069,100,38.13,10,0,0,0
2.45,65.51724138,100,55.01,7,6,0,0
2.75,65.51724138,100,44.84,9,10,9,0
1.5,65.51724138,100,45.16,10,0,0,0
2.85,65.51724138,100,40.84,10,9,10,0
3,65.51724138,100,40.48,10,10,10,0
2.75,65.51724138,100,33.96,10,9,8,0
2.5,65.51724138,100,30.56,10,10,10,0
1.5,65.51724138,100,33.84,10,0,0,0
1.5,65.51724138,100,49.14,10,0,0,0
2.4,62.06896552,100,44.32,10,10,5,0
1.95,65.51724138,86.66666667,33.56,10,4,0,0
2.55,65.51724138,100,43.69,8,9,9,0
0.15,65.51724138,100,37.94,1,0,0,0
7.9,65.51724138,93.33333333,31.49,9,3,0,8
1.35,65.51724138,100,39.29,9,0,0,0
2.7,65.51724138,100,54.41,9,10,10,0
2.1,65.51724138,100,48.04,9,10,5,0
1.2,3.448275862,100,42.78,8,0,0,0
1.05,65.51724138,100,43.25,7,0,0,0
2.2,65.51724138,80,38.58,5,10,10,0
2.75,65.51724138,93.33333333,29.48,9,9,10,0
6.8,65.51724138,100,43.39,9,3,4,10
2.9,65.51724138,100,39.78,10,9,10,0
1.55,65.51724138,100,46.86,8,0,0,0
1.35,65.51724138,100,30.91,9,0,0,0
2.55,65.51724138,100,23.46,9,8,8,0
2.1,65.51724138,100,42.57,9,10,5,0
7.8,65.51724138,100,46.81,9,9,5,10
2.8,65.51724138,100,35.45,9,10,10,0
1.85,65.51724138,100,34.19,9,0,0,0
1.75,27.5862069,100,41.33,9,8,0,0
1.5,65.51724138,100,33.98,10,0,0,0
1.05,65.51724138,100,57.14,7,0,0,0
1.35,65.51724138,80,53.85,9,0,0,0
0.6,62.06896552,46.66666667,33.08,0,9,0,0
1.2,65.51724138,100,42.99,8,0,0,0
1.25,62.06896552,46.66666667,45.40,0,8,9,0
2.7,65.51724138,100,47.70,10,10,6,0
1.35,65.51724138,53.33333333,33.82,9,0,0,0
1.5,27.5862069,100,36.26,10,0,0,0
2.65,65.51724138,100,38.15,10,10,10,0
1.2,65.51724138,100,36.38,8,0,0,0
2.8,65.51724138,100,38.26,9,10,9,0
1.3,24.13793103,26.66666667,22.99,0,9,8,0
1.05,65.51724138,80,47.21,7,0,0,0
1.5,65.51724138,80,33.30,10,0,0,0
6.7,65.51724138,100,38.76,9,3,0,8
2,65.51724138,100,32.61,9,10,0,0
2.9,65.51724138,100,35.44,10,9,9,0
2.65,65.51724138,100,44.74,9,8,9,0
6.2,65.51724138,100,35.05,9,10,10,7
1.2,65.51724138,100,30.53,5,0,0,0
9.25,65.51724138,100,26.01,9,10,5,10
1.35,65.51724138,100,34.06,9,0,0,0
1.35,65.51724138,100,38.71,9,0,0,0
0.75,65.51724138,100,44.84,4,0,0,0
3,65.51724138,100,48.93,10,10,10,0
1.75,13.79310345,33.33333333,46.04,10,5,0,0
0.15,65.51724138,86.66666667,31.75,1,0,0,0
9.55,65.51724138,100,30.99,10,9,9,10
2.45,65.51724138,100,43.64,9,8,5,0
2.35,65.51724138,100,37.20,9,10,0,0
2.75,65.51724138,100,46.05,10,10,5,0
2.9,65.51724138,100,43.91,10,9,9,0
1.5,65.51724138,100,47.48,10,0,0,0
2.75,65.51724138,100,56.07,10,8,8,0
2.25,65.51724138,100,52.58,9,10,5,0
2.55,65.51724138,100,38.60,10,10,5,0
2.9,65.51724138,100,29.81,10,9,10,0
2.75,65.51724138,100,37.68,10,10,5,0
2.9,65.51724138,100,45.46,10,9,10,0
2.65,62.06896552,100,28.76,10,10,10,0
2.65,65.51724138,100,32.83,9,10,10,0
0.75,65.51724138,80,54.53,5,0,0,0

